,Comment,Sentiment
1829,"""We got the most powered processor on samsung galaxy"" loool oh really? 😂",Positive
1830,Lol... This video should have came out like 5 years before... when these things were actually new 🤣🤣,Neutral
1831,Kind of disappointed with the marketing campaign of Samsung. Hope they will improve next time around,Negative
1832,The legend is back ❤️❤️❤️❤️❤️,Positive
1833,boring,Negative
1834,Nice after a long time,Positive
1835,"refreshing to see video like this,, fun and informative! love it...",Positive
1836,Okay but atleast ugrade the design?,Neutral
1837,That was really epic 🤣,Positive
1838,The End theme of this ad is similar to K. G. F Theme.,Neutral
1839,S22 > S23 (value for money),Neutral
1840,What a fun ad 🙌🏻🙌🏻❤️❤️,Positive
1841,nailed it,Neutral
1842,"Same design, nothing new it's just a minor improvement... Sticking with my s21U for one more year",Positive
1843,"Nothing special in this model, same design... like S22 Ultra",Neutral
1844,"changed the processor and update the camera.
Nothing new",Neutral
1845,Watching on Samsung f62,Neutral
1846,Samsung has the best adverts out of the whole mobile industry no doubt!,Positive
1847,Samsung the future of smartphone💟🔥🔥,Positive
1848,Samsung needs a new media team or advertising agency.....,Neutral
1849,Hahahaha how to make people fool with same design,Negative
1850,Want to Buy But My Budget don't Allows,Negative
1851,this commercial is so cool,Positive
1852,I’m an iPhone user and this really attracted me :) Shall I switch 🤓🤓??,Positive
1853,Me watching this add with my iphone 14 😂,Neutral
1854,Samsung is braver than apple.... only demand is great security of data,Positive
1855,You guys should gift me one of these devices,Positive
1856,"Hype only, price way higher, slight upgrades..... always follows iPhone",Positive
1857,Dream phone 😍😍,Positive
1858,i really like your introducing  s23 ultra not like boring presentation.,Positive
1859,It will probably only receive two years of security updates,Neutral
1860,is there trully a lot of peoples who change their phone every single year?,Neutral
1861,"Though not buying it,but this introduction put a smile on me ❤️",Positive
1862,Wow that’s incredible acting !,Positive
1863,a very amazing smartphone.,Positive
1864,One of the worst marketing video by Samsung,Negative
1865,That’s nice now I can afford s7 edge😍,Positive
1866,S23 is here exited🔥,Positive
1867,Best of Best is Back,Positive
1868,I think they spent less on advertisement this year...🥲,Neutral
1869,This ad is so cool... 😎,Positive
1870,Bore,Negative
1871,Where is that was epic Youtuber 😂 ?,Neutral
1872,Nice introduction,Positive
1873,Apple : Lol samsung. Truly copy of other brands.But its ok noone can catch my 14 promax🥱,Positive
1874,Best intro of the year I'll say❤️,Positive
1875,The editing is of next level to make s23 ultra feel like ultra,Positive
1876,"Don’t celebrate too early., iqoo11 will be there.😀😃😊😊",Positive
1877,"When ""Galaxy"" literally makes sense.",Positive
1878,So nothing special,Negative
1879,I love this,Positive
1880,Watching on s22 ultra!,Neutral
1881,No 10 bit display even 10 bit content are available to watch No IR blaster so this is not a perfect phone almost perfect 😁😁😁😀😀😀,Neutral
1882,"""What's new?""............describes  most smartphones nowadays.",Neutral
1883,Pre reserved. Waiting to buy.,Neutral
1884,Samsung Always Be The Best.!,Positive
1885,Hello iPhone haters!,Negative
1886,Looks same to same as my Samsung Galaxy Note 10 Plus 512 GB which is performing very well even today.,Positive
1887,Cool stuff. I really like the phone.,Positive
1888,"It was fun watching it. 😊
Awesome introduction 🔥❤️",Positive
1889,Can u send me that 😂😂😂,Neutral
1890,Smartphone King of the year 💫🥳,Positive
1891,"I love it, 💓💓💓💓",Positive
1892,S sirish is amazing ❤️😍,Positive
1893,So All it has is a better camera and screen I'll keep my fold 4,Positive
1894,"Hey iPhone , your time of death has come so close",Neutral
1895,"By far the most creative and captivating introduction film of any product. 

Way to go, Samsung! 💫",Positive
1896,Awesome but no money anyway,Positive
1897,Same as old 😢,Negative
1898,Wow really cool,Positive
1899,If get the chance to buy I still go with S21 ultra model I love it's designed & colour.,Positive
1900,Very Creative Director 😂🔥,Positive
1901,I mean it looks cool and all but these upgrades always look cool and they end up not really being that different than the previous generation.,Positive
1902,I wana try but i am poor very poor,Negative
1903,Now it is called performance booster in every thing ❤️😍,Positive
1904,This is the most cringe ad that my eyes have ever witnessed,Negative
1905,"Perfect but the display!!!
Meant to be the best on a smarter phone...
Not the apple...",Positive
1906,When u hv ntng to boast abt...u say abt the environment,Neutral
1907,I haven't been this excited for a new phone in a while!,Positive
1908,it suitable for night people who like clubbing ,Positive
1909,Another s year,Neutral
1910,I think this is the most fancy Phone Introduction of Samsung right now. 😁😁😆,Positive
1911,India pricing please 🙏,Neutral
1912,"This is Only for rich people ,I just came to watch new phone",Negative
1913,Nailed it... Samsung 23 loading to Rule the 🌍,Positive
1914,Who else came here to watch here but no money to buy it!!,Negative
1915,No reason to upgrade from s22 ultra,Neutral
1916,"The design is very similar to S22 Ultra, but I'm rooting for the camera upgrade",Positive
1917,Just enjoy with my SONY XPERIA PRO-I 😌❤️,Positive
1918,That nearby share ain’t as good as airdrop lol,Negative
1919,Nothing special,Neutral
1920,All ready loving it 😘,Positive
1921,"God, it's so good, Can I catch it!❣️🧗",Positive
1922,"So, the new iPhone is rumored to be without the camera bump, but Sammy copies it even before it comes out? lol. That Vision Booster is also True Tone ripped off.",Neutral
1923,That's Awesome 😍😍😍😍,Positive
1924,Samsung kept the same look as s22 ultra..just to mock 🍏,Neutral
1925,I think the vision booster is copied from true tone 😅,Neutral
1926,Iphone🤢,Negative
1927,Im a huge fan and user of Samsung Galaxy phone im feeling like insane for this s23 ultra..,Positive
1928,My iPhone literally got stuck seeing this video 😂,Negative
1929,Hey what's NEW ......,Neutral
1930,"What's new
TVC : bra bra bra...
Fact : Prices",Neutral
1931,"""Hey where's your sled?"" I thought she was going to sit on the S23 Ultra! 😆😆",Neutral
1932,"Worst introduction for a any flagship series of Samsung.
Didn't expected this, poor direction",Negative
1933,What s her name,Neutral
1934,Any new features on Note taking with S pen?? S pen is the main reason many of my friends like this phone.,Positive
1935,For some reason this feels like a youtube rewind,Neutral
1936,Cool,Positive
1937,"“Hey what’s new?” 
“Nothing.” 

The end",Neutral
1938,ohhhh. galaxy s23ultra. it is great,Positive
1939,I got the S21 Ultra 512gb Phantom Navy. I skipped on the S22 Ultra. However I don't think i'll skip the S23 this year 🥲 Getting a 1 terabyte as well if the option is there.,Positive
1940,Me watching from a20 😅❤,Positive
1941,"Dear Samsung, please understand that if we're a photographer, we'll buy a camera, not a phone -_-  (not everyone is a photographer) I expected more features, I had always followed up the galaxy ecosystems, but I was disappoint....",Negative
1942,Again! Samsung nailed it in Mobile industry.,Positive
1943,"Guys, come on. We use Samsung to show Android is better than Apple. Don't let us down like this at least.",Positive
1944,Almost same like the Galaxy S22 Ultra.,Neutral
1945,Bro what is that a monster. A monster that will eat the i phone 😈😈,Negative
1946,"From fifth harmony to going solo, to letting us hear ""i'll be home for QUISMOIS"", to S23 ultra. Her influence is so different. Untouchable!!!",Positive
1947,They should hire Juan @ThatWasEpic,Neutral
1948,Me and my bank account crying in corner watching this 😭,Negative
1949,"Great cameras, screen and performance. Not sure of S Pen though.",Positive
1950,"YES YES YESSSS, time to throw my iphone away and take this phone to go",Positive
1951,Want to get the s23 Ultra,Neutral
1952,This was not a good introduction compared to the S8 and S9 years,Negative
1953,Why is it giving Airdrop vives? And why do they also have the stable video?,Neutral
1954,Ooof not the their best commercial,Negative
1955,& still GURLS using Iphone 😆🙏🏻,Positive
1956,Bro this is cool,Positive
1957,That boy is so cuteeeee,Positive
1958,hay Samsung please send me that phone my tablet is old a need new smartphone thinks 😖,Neutral
1959,Is the Google Pixel 8 Pro camera sensor and Tensor G3 processor going to be inferior than S23 Ultra?,Neutral
1960,Smartphone has reached its peak!!!!!,Positive
1961,hey what's new? the gimmicks of the front camera called dynamic island 😅,Neutral
1962,The moment y'all be waiting for,Neutral
1963,Excellent Performance & Photography 🤞👌,Positive
1964,Now that was epic 🔥,Positive
1965,Nothing new ?,Neutral
1966,"""Look at you with your fancy pen"" is something people actually say, the most realistic line in this video",Positive
1967,I hope the astrophotography mood will come with an update on s22 ultra I love discovering space 😍 ❤️,Positive
1968,"I’m still asking , what’s new 😐",Neutral
1969,Why not create i phone  vivid filter samsung camera🥺,Neutral
1970,"Hey, Whats New ? 😑",Neutral
1971,Why not polymer battery?,Neutral
1972,Is this 2023 or 2003 ??? 😍❤️💯,Positive
1973,Finally😍,Positive
1974,"Unfortunately...
While Samsung phones will be on android, iPhones will be a priority.",Negative
1975,this is the best advertisement I have ever seen,Positive
1976,Fun video.. but nothing really big as an upgrade if I'm honest (I'm using 2019 midrange phone btw lol),Positive
1977,Nothing new,Neutral
1978,"Me watching this on my 4 yr old Note10+:
So what's ACTUALLY new?? The front still looks the same as my phone and not much is different.",Neutral
1979,"Oppo did vision booster last year......,.",Neutral
1980,"Basically only better cpu, better gpu, better camera, no innovative breakthrough at all",Neutral
1981,"Oh dear Samsung U're getting me to buy this great machine, and what a sophisticated and pleasant advertising commercial. U nailed it!",Positive
1982,"Finally Samsung has shed some light on videography. Upto the S22 series, this was the only problem. Looks like they've solved it in it's predecessor",Positive
1983,I must say Samsung Galaxy S23 ultra is the best phone not only for watching videos but also its visual appearance just op 👍,Positive
1984,Samsung s23 ultra is my dream phone but not Able to get 🥺my dream.,Positive
1985,Not so impressive ……  I don’t think it’s a major update rather than 200 Mp,Negative
1986,Upgraded from my z fold 3 😁,Positive
1987,Who made this video? Samsung ads are always similar with lots of details that may not be needed. Apple ads are like a short movie/clip we want to see again and again. Step up the game Samsung.,Neutral
1988,Okay. Must admit this is the best smartphone commercial I have seen in recent times.,Positive
1989,"It's fun to watch that Samsung also searching ""whats new"" in this same old sh**ty heavy box! 😆",Positive
1990,"For me, it is just another version of S22 ultra with new gimmicks n commercials.",Neutral
1991,James Bond's new Gadget,Neutral
1992,At least samsung keeps comments open u like the fruit apple,Positive
1993,Being an S22 Ultra user i thought there couldn't be any better phone and the S23 ultra will jst have some extra stuff and nothing more but these huge internal upgrades are making me want the s23 ultra now😭😂❤️,Positive
1994,Can I captured Heaven by Galaxy S23 ultra??,Neutral
1995,It’s mostly software upgrade. I’m keeping my boring long lasting never lag iPhone 12 Pro Max,Positive
1996,I forgot where the things were new.,Neutral
1997,Nice phone but you not yet to get like iPhone 🤣,Positive
1998,"Since the s20/s21, Samsung has not innovate much. The galaxy simply became the note. It’s clear all the R&D is going towards their foldables. People had a reason to go for Samsung 2-3 years ago instead of apple because they were getting new FUN stuff. But now, the iPhone seems like a much more logical phone to get.",Positive
1999,Amazing creative production. Kudos to samsung.,Positive
2000,"It's a new era, you know for Samsung it's clearly understandable!",Positive
2001,That was a pretty lame commercial,Negative
2002,This is amazing! ❤️ ⭐,Positive
2003,Oh thanks Samsung for helping me to save money for this year smartphone upgrade. I Ain't buying it,Positive
2004,Long time since i saw a video this cringe,Negative
2005,It's the same phone using a little bit better AI and big cameras which maybe a normal person can't utilise to it's potential . Not an upgrade for normal person,Neutral
2006,"I am s22 ultra. For me, what's new.",Neutral
2007,Naaaahhhh.... I want the SD card slot back!,Neutral
2008,Where is the SD card slot?,Neutral
2009,Welp nothing crazy...Miss the old days where innovations was inovations,Neutral
2010,Did they really just add an obligatory black person right at the end of the advert?,Neutral
2011,Is it Vlog or Promotion Video ? :)),Neutral
2012,pathetic improvement,Positive
2013,Oh god the fruitger areo vibes,Neutral
2014,Sorry Samsung. Nothing new. EVERYONE TROLLLEE APPLE.  Will you troll Samsung now?,Negative
2015,This phone will change the world 🌎,Positive
2016,"Uhm, I think yall forgot to release the new phone lol.",Neutral
2017,Seems just way Fun like in the past😄😅😂,Positive
2018,This ad so cool ❤,Positive
2019,I am from Cambodia.  Fan Samsung 4 ever .,Neutral
2020,"Nah, i still on s22u. Unless speker quality got improve on the ""new"".",Neutral
2021,NGL but this is kinda boring… a 200 MP sensor is all I see that’s new.,Negative
2022,"""Image simulated for illustrative purposes."" 💀💀💀",Negative
2023,"I’m waiting for payday. I’m going to upgrade to this from iPhone. This feels like it could really be useful. Also, Android would be a little better for my job in IT than iPhone.",Positive
2024,"I just went back to iPhone just because everyone in my family had them. But I lost so much going back. Like a total downgrade. I won’t lie, I love some of the features iPhone has, but even with that, it’s still a downgrade. Really debating  going back to Samsung.",Positive
2025,Absolutely 🤗 epic ....King 👑,Positive
2026,Best Phone of the Year ❤️‍🔥,Positive
2027,Cringed at the VR game part,Negative
2028,"People are always saying the iPhones look the same, but compare this to the s22",Neutral
2029,"Ik Samsung commercials can be super cringy sometimes, but now their official/intro phone vids are cringey. The S9, Note 9, S10,  Note 10 & Note 20 vids were the peak imo",Negative
2030,Yeah it looks interesting but i just read the company history of samsung and decided it against humanity to add profit to them,Neutral
2031,Watching on my S22 ultra.. 🙂,Positive
2032,So those 3 got the phone for free already 🤔 wow lucky,Positive
2033,Great one! Both intro film and the product looks absolutely promising.,Positive
2034,cringe,Negative
2035,Rip nothing out of the ordinary ! Sadly the innovation is dying slowly. Or we are reaching the peak of the device innovation.,Negative
2036,Introducing the same phone lol,Positive
2037,Looks great but I'll keep my note 10 plus non 5g until s25 or when it dies out,Positive
2038,I think I should upgrade from S22 Ultra!!,Positive
2039,This is why I am a Samsung fan...but can't afford,Negative
2040,I Need that Still using Note 8 Since 2017 😎,Positive
2041,"So much for the ""mooon"" promotion. You didn't even mention about it at the keynote. 😢",Negative
2042,Not mentioned about battery life😮,Negative
2043,"Dear Samsung, Please add the headphone jack back",Neutral
2044,Yet I'm still stuck with s7edge 😭😭,Negative
2045,Literally goosebumps when she introduces a feature to him,Positive
2046,Ah yes... perfect time to purchase last year or 2years ago model,Positive
2047,Samsung always promises too much and delivers too little,Negative
2048,Iphone,Neutral
2049,Uninspired junk. Wanted to ditch ios but I wouldn’t pay money for this.,Negative
2050,Boring,Negative
2051,"I think it's a great phone, but the ads is so unnatural. If this video is the only marketing material, I wouldn't buy it.",Negative
2052,Beast Born ❤️‍🔥,Positive
2053,"Samsung  , we need IR Blaster Back!!!!",Neutral
2054,Me here wishing I could get this 😪,Neutral
2055,so exited to see iphone 15 this year.... the most powerful smartphone ever.... love it,Positive
2056,Samsung need Cinematic mode. That is the point,Neutral
2057,Can I purchase on EMI?,Neutral
2058,"0:21 It’s called TrueTone, we’ve had this on our iPhones for YEARS.",Neutral
2059,Purpose of typical communication is de-prioritized by new mobile phone manufacturers. USPs are not typical communications but digital communication. Interesting.,Positive
2060,"Dude I'm impressed by those front and rear cameras❤️‍🔥❤️, I really want one i will start saving money but till then s24 ultra will be launched😐",Positive
2061,"What about the s22 ultra, will we get updates too. if not, I feel like I have been cheated by Samsung.",Negative
2062,"Number 23 seems nice  maybe i hold into s24 or maybe s25 max.

Samsung the best Android Phone manufacturer.",Positive
2063,1:31 “With your *cut* FaNcy pEn”,Neutral
2064,"Can you send me that, was awesome",Positive
2065,Already preordered. Wanted to be among the first to get my hands on this one!,Positive
2066,Amazing phone with amazing advertisement,Positive
2067,a battle of camera phone?,Neutral
2068,"A slightly faster processor, slightly better GPU, and a slightly better screen.... to the extreme! New camera is nice. But its biggest innovations are in AI software, not in the hardware.",Positive
2069,S22 ultra I see not enough reasons too update and trade in offer was pathetic 🙄,Negative
2070,I just pre ordered the S23 ultra in lime color! Can't wait to get it and put it in a black otter box LOL 🤡💀,Positive
2071,"Samsung will sell more phones if they just make an ultra smartphone in the size of s23 and s23 plus.

Ultra is just toooo big",Positive
2072,"So nothing new..

I mean why would i pay 1200+ dollars for taking pictures of space??  
Smartphone tech progress has stopped from past 3 years. Its very very slow now. Companies are focused more on luring customers in with gimmicks rather than introducing some real upgraded phone.",Negative
2073,Same thing each year they realize most of us are npc's and will buy anything even if it looks the same,Neutral
2074,I think Huawei P50 Pro is better than this one!!! 😭😭😭😭😭.,Positive
2075,Send me that 😅👍,Positive
2076,will the rest of the world get the snapdragon or exynos chip?,Neutral
2077,Super smart phone 📱 😍🥰,Positive
2078,"Once again, apple proved that, they make the best ads in the market",Positive
2079,So happy snapdragon chips are on Samsung smartphones now,Positive
2080,"What about the battery? We need a powerful optimization like, you know, and it will be a very nice evolution for that beautiful phone.",Positive
2081,I wish people would see that iPhones are just iPods that can call and text but that Samsung are computers that can call and text. Massive difference between the two. No limitations what so ever with Samsung it's truly like carrying around a really small laptop.,Neutral
2082,What's not new is the boring design 😭,Negative
2083,Am I the only one that can't stand the selfie camera blatantly all up in the screen,Negative
2084,What’s new? 🤔,Neutral
2085,Now I want this even more ..... !! 😍,Positive
2086,The ads put a smile on my face,Positive
2087,I have s22 ultra,Neutral
2088,"I watched this video using a Samsung Galaxy Grand Prime, hopefully I can get a Samsung S23 Ultra. 😆",Positive
2089,Whats new? 🌞🙄,Neutral
2090,what's new,Neutral
2091,"Dear samsung,
I used all flagship models from available all brands im my experience im saying samsung only can give perfect best colour accuracy bright display i used xiaomi 12 pro flagship sony, Motorola, vivo, oppo, one plus, iqoo, apple I phones, nokia, ETC.. They using Samsung display but im honestly gladly thankfully saying perfect display only available in Samsung smartphones ever your display other brands can't give best experience. Also other brand display can't to overcome to give best experience Only Samsung can give display, software, hardware, security ever love you samsung💝one more thing the new boxy look mentally comfortable perfect design (ultra model)",Positive
2092,Umm that’s it .,Neutral
2093,Love it😍,Positive
2094,"Sorry Samsung, i bought Samsung for many years and i would buy the S23 if i could. But my last Samsung will be the last. S23 is just too expensive. It's a huge disappointment charging that much money in times of high inflation. 😐",Negative
2095,This is cute,Positive
2096,To save you time: whats new ? the camera 😐,Neutral
2097,Same as s22 ultra they made fun of apple then did the same exact thing….,Neutral
2098,Nice... but I'm good with  my 22 ultra.,Positive
2099,Finally the beast is here,Neutral
2100,Still going to use iphone,Neutral
2101,"Pre-ordered, purchased, can't wait till 2-17-23! In lavender of course!",Positive
2102,"For a top of the line device, this ad is not making me want to buy S23 ultra half as much as previous editions phones ads were published, even the now defunct Note line devices ads were better than this latest one. You used to do so much better Samsung. Disappointed.",Negative
2103,Not really that crazy just the 200 mp is wild,Neutral
2104,Wanted to see some battery improvements :c,Neutral
2105,Tacky and booooooring.,Negative
2106,"Nah, I’m still gonna stick with my iphone ❤",Positive
2107,"Ok ok we got it, good camera and all that but why focusing only on the camera? Where is all the other interesting features?! Am I buying a camera or a cell phone?! 
45minute out of 2 hours event is only the camera! So confused",Negative
2108,Waiting for s23 ultra after pause purchasing iphone 14 pro,Neutral
2109,"LF kidney buyer, good as new, no issue and functioning well.",Positive
2110,"I just got my s22 ultra that past June holy, nah gonna stick with mine for another year or so.",Neutral
2111,I’m definitely switching back to Samsung 😍 I can’t wait to get the black S23Ultra ❤❤❤,Positive
2112,Still no memory card slot,Neutral
2113,I want one 🤤🤤🤤,Positive
2114,Best phone productivity hands down 🔥🔥,Positive
2115,So... Nothing new,Neutral
2116,"Well, at least Samsung is not disabling the comment section even though I'm not a fan of both Apple and Samsung.",Neutral
2117,this is not for me..cuz i am poor..,Negative
2118,"Wow, disappointing.",Negative
2119,Vision booster is a True Tone renamed,Neutral
2120,best camera and futuristic display,Positive
2121,"This is the best Samsung commercial in decades! Makes me really want to get the S23. Maybe I will

UPDATE: The retailers are borderline scalpers. The phone costs double the price where I live in the Caribbean. I'll have to sit this one out. Ad is still sick",Positive
2122,Charger included?,Neutral
2123,"Woah, this advertisement felt like 2013 

Edit: And that’s a good thing :)",Positive
2124,"Same as last , boring ...",Negative
2125,"How about Optimization Samsung 🤔
Did u worked on it",Neutral
2126,"I DONT CARE ABOUT CAMERA UPGRADE, IM A GAMER AND I HOPE BATTERY LIFE IS LONGGGGGGG AND FIXED",Negative
2127,I’m excited for this year’s over the horizon,Positive
2128,I love the samsung 💟🥶,Positive
2129,That's it.?????,Neutral
2130,The Best of all,Positive
2131,Not encouraging upgrade from S22 ultra.,Negative
2132,"I will buy this phone in 2025, Amen 🙏",Positive
2133,Punch hole??? Naah,Neutral
2134,"Ever since the S22 Ultra, I've been the biggest fan of your smartphones! This year is going to be even better, and now with more steady video as well as a vastly improved night mode, I'm sure we will even beat Apple's recording capabilities!",Positive
2135,Worst trade in values ever. Definitely skipping this year.,Negative
2136,They just fail to make ads as good as apple,Negative
2137,They love that punch hole design,Positive
2138,"I must say Samsung has the best video introduction of all time. Kind of disappointed with my trade in value for my s22 ultra, but I’ll hold unto it until next year 🎉",Positive
2139,Samsung's camera doesn't get better than this.,Positive
2140,you gotta check the price $$$ £££,Neutral
2141,Please fire marketing team 🙏,Neutral
2142,Let's get ready for another battery explosion.,Neutral
2143,"For those wondering why it looks the same is because they asked us what we prefer for the next thing I believe the questions were

Style(looks)
Camera 
Processor 

the survey was on the app I was one of those who chose performance...I'm glad they listen,hoping in the future someday we get to have the power in the palm of our hands.",Positive
2144,"I have been buying Samsung devices sense 21 ultra. This was the trade in offer I have ever seen. $500 for a $1,500 phone, you would offer $1,000 for a less than month again. I have loyal to your products for years, I'm apart of the ecosystem. Watch, tablet, 360 pro, ultra 22. This was a joke and insult to your established customers.",Negative
2145,Do we get student discounts for thee S23 ultra too? looks like it could be a great use for school.,Positive
2146,fix the android 13 update hi slove battrie fast dain,Neutral
2147,Cringe boomer teaser,Negative
2148,Why does some of the comments sound like auto generate.. 😑,Negative
2149,"""we got the most powerful snapdragon on a samsung"" well duh

that's the most Apple thing ever.",Positive
2150,How about battery?,Neutral
2151,500 for trade credit for s22u na samsung you got to do better .. times hard,Neutral
2152,"The fact that Samsung has comments on and the iPhone 14 pro video has comments off shows Samsung’s outstanding confidence (just a bit of comment bot removal would be much appreciated, though!)",Positive
2153,Just that? How pathetic,Negative
2154,Nothing's new!!,Positive
2155,I hope these recycled plastics and papers will be cheap price 😂😂😂,Positive
2156,its nice but i have my s22 ultra very happy with it will check s25 ultra for next purchase if needed,Positive
2157,So corny 🤷‍♂️,Negative
2158,"So real? Under sea water? I have note20 ultra before and when it got splashed by sea water, it looses its adhensive and soon the battery become bloated.",Negative
2159,Where is BTS samsung ??,Neutral
2160,"I wish the phone design colours was more retro and cool, fun rather than looking like a corporate phone. Have fun colours like army green, hologram (Samsung note 10+), vintage red, copper, silver metallic etc",Positive
2161,"Honestly I couldn’t tell the difference physically but yeah internals change, good job apple",Positive
2162,What happen to the bada$$ trade in value Samsung? $350 for my S21 Ultra? I'll pass for now.,Neutral
2163,"The ads are so cringe af, i can't 🤣",Negative
2164,No curved screen ❤️❤️,Positive
2165,Simple way to insult the iphone lol,Negative
2166,Ok that was underwhelming,Negative
2167,Worst samsung video introduction I have ever seen,Negative
2168,I wish i could buy this or is anybody want to swap for my Z fold 3?,Neutral
2169,I loved this video wow 😯,Positive
2170,Nothing new borring 🙄❌😵😣,Negative
2171,I love the 2022 design. Why change the design when it already perfect.,Positive
2172,"Amazing product, horrible video",Negative
2173,"As someone who worked closely with Samsung in the past. This has to be their most weakest device intro to one of their most powerful devices. Video aside, the specs are insane. The video thrill didn't capitave me. Either the features are becoming too much to be helpful or the presentations are becoming less impressive to cause organic thrill.

Or... I can wait to watch other videos and come and edit this comment.",Negative
2174,"Anything new, other than a better camera? Which I rarely use.",Neutral
2175,"Samsung always innovates endlessly, I pray everyone can buy Samsung S23 Ultra. Love it",Positive
2176,Unfortunately for business purposes i have to stick to the IPHONE.,Negative
2177,"Nostalgia to the times when smartphone introductions are fun like this

Edit: thank you for the likes 🙏",Positive
2178,"My Flip 4 has been delayed for more than 60 days and has not shipped yet, and you still want people to pre-order?",Negative
2179,This video was cringe af,Negative
2180,OLD is now NEW 😢,Negative
2181,Is this a camera ad or a phone ad?  What the heck is going on with this smartphone industry !!???,Negative
2182,Apple does better promotional videos than you guys will ever be able to. I’m sorry but for some reason their marketing team is just fire,Positive
2183,Another great work for Samsung!! Watching this in my s22 ultra so I root for s24 or s25,Positive
2184,"This is really disappointing, nothing has changed.",Negative
2185,Watching on S10+ 😍,Positive
2186,So no need to upgrade from the s22,Neutral
2187,"Samsung helps to realize my passion as a content creator. I make vlogs using Samsung S21+ and ZFlip3, many viewers think I'm using a professional camera. can't wait to upgrade to s23 series",Positive
2188,I know one day God will answer my prayers i like Samsung product,Positive
2189,"This is cringe 
Most crapiest release video😊",Negative
2190,"Not only the phone itself brings nothing new (at least different design from last years S22 Ultra), this commercial is so cheap and...doesn't make any sense. Dialogue, photos with strange colour profile (that for sure aren't taken with any Samsung), videos that have nothing to do with phone, too, sharing (?) presented as a feature...what's happening Samsung, with prices up and bad trade in values, not listening to your customers (memory card slot, curved screen that noone wants...) it looks like you would actually prefer for users to switch to another brand..",Negative
2191,this what perfectnesses really are!,Positive
2192,How is this even considered a new phone? It's not even a software patch to the s22,Negative
2193,My s20 ultra still runs fine. I can wait a couple more years until I pick this up for cheap. Says a lot.,Positive
2194,"Hmm they are now stuck with ""the same design"" fever like iPhone 😭",Negative
2195,Real eco phone is a repairable phone: Fairphone,Positive
2196,"seriously, what's new since S20 Ultra?",Neutral
2197,Upgrading from A21,Neutral
2198,"Watching this from my s9+, it is time to upgrade",Neutral
2199,That was really Epic,Positive
2200,Samsung has started naming everything too now,Neutral
2201,I need this meh,Neutral
2202,Pathetic.,Negative
2203,I have the s22 ultra as cool as this is ill wait for the 24,Positive
2204,Woah,Neutral
2205,Why do i watch trailer of phones which i can't afford?😹,Negative
2206,$700 credit for a 1tb fold 4? Yeah okay samsung aka apple,Positive
2207,The Android King Smartphone has arrived! 🇵🇭,Positive
2208,Apple fans punching the air rn .,Neutral
2209,I hope this new device will smash the lag issue on andriod phone,Positive
2210,Well I'm glad they admitted that the past versions of the galaxy were inefficient.,Positive
2211,No Micro SD...why oh why...,Negative
2212,"I used to look forward for Samsung new releases every year and would always buy their newest phones...that stopped with the note 8
No more innovation
Just throw in a better camera and move along 😑",Neutral
2213,She looks like Lucia from White Lotus,Neutral
2214,Iphone or Samsung,Neutral
2215,The best features of Samsung Galaxy: they're not disable the comments section,Positive
2216,"The phone IS better, but I swear, Samsung has GOT to step up their trailer game. 
The iPhone 14's trailer is more engaging.",Positive
2217,My S20 is still powerfull.... i will be back for S24 😁,Positive
2218,Monkey see monkey do. They gave up on being original or innovative. The only thing they ever improve are the camera and the processor.,Neutral
2219,"I'm pretty sure if I go up to a random chick on her phone and ask her ""what's new"" I'll be arrested 4 sexual harassment.😭",Negative
2220,"I will keep with Google Pixel 7 pro, better price and GOOGLE IA",Positive
2221,"So instead of actually trying to innovate they are playing it the apple way. Marginal improvements at a slow and steady pace. If I want an iPhone I will get one. If you want a real android device continue looking elsewhere. Even the ROG Phones have come a long way. Samsung just give us back what you took: Headphone Jack, IR blaster, a removable battery with water resistance (S5), and especially the Micro SD card slot. Where has Samsung gone with the absence of D.J Koh?",Neutral
2222,Im on S10 and still dont find good reason to upgrade,Negative
2223,This is the most amazing of all 🎉❤ you Samsung,Positive
2224,"If only Samsung had an alternative to the iPhone 14 pro - really good camera in a small device, e.g. the Ultra lenses in the normal S23. The Ultra is way too big, will only drop it..",Neutral
2225,"No shame, Samsung. Really released previous year model with new name. Even your ad characters acknowledge it is lame.",Negative
2226,"I just got this phone today, this phone is an absolute beast!
Gaming experience, video, picture quality was amazing!! the preformance on games were great via the snapdragon processor! no lags or stuttering :)",Positive
2227,"Samsung is not a brand, it's an emotion ❤",Positive
2228,"""what's new"" minimal specs to trick you onto buying.",Neutral
2229,Watching this on my A03🥲,Positive
2230,"i think it's time for samsung to stop working on so much specific camera function that doesn't work differently from cameras of 3 generation before (my S22+ takes quite the same picture of my old S20) and start thinking to solve the API problems when apps use default settings camera that ends in horrible, low light and blurry photos.",Negative
2231,Who is going to tell him the price? 2500$ fpr the peace of junk,Neutral
2232,ADORO-TE SAMSUNG...❤❤❤,Positive
2233,Ultra is cool. But i like the Note name more.  But still.  Will probably give up my Note 20 for this,Positive
2234,I have 22 ultra and i barely use its features so i better save my money 🤣,Neutral
2235,Unfortunately I think Samsung have done an Apple. Pretty much the same phone as last year.,Negative
2236,but why did the astronaut have to die?,Negative
