Comment,Sentiment
Wow new s23 ultra. I will buy it today,Positive
Mine is on its way i already have otter box sitting at home waiting it wont be out till 17th dang it i want that external battery too but havent invented yet so hurry up samsung so i csn order that too that extra battery  life is a must but ive seen videos that this ultra lasts days but i want massive battery i have that external for my galaxy note 5 and it saves me so much time in having to worry about charging,Positive
"basically offered only with better cpu, better intel gpu, better camera, or no new innovative technological breakthrough at all",Neutral
but this company is quite possibly the dumbest at advertising for video. i actually ’... ve seen in a long time.,Negative
"Honestly I couldn’t tell the difference physically but yeah internals change, good job apple",Positive
Love the video!,Positive
That was superepic!!!,Positive
Briefly nothing new,Neutral
"***Make sure the z fold 5 has an ULTRA version, so the front screen is wider, and the media on the inner screen is also larger than on a regular phone",Neutral
"I just love how the sync or union everything with each other ❤
I have been using Samsung specially the Note ""Ultra"" line for more than 12 years.
They only need to make the charging time as fast as the chines phones.
I have the tab S8 Ultra, S22 Ultra, Smart watch4 and I'm thinking now for the Samsung Book Ultra but I can't afford the price now 😔
wonderful Unpack show ❤",Positive
So s23 is camera with spen? Noice,Neutral
They still haven't answer the question.What's new?,Neutral
Congrats Samsung I am using S22 ultra I wish i could have new one as well... ❤️❤️❤️,Positive
Its call true tone😂,Neutral
"after disable from band selection function from june 1st 2022 now my i totally hate him samsung phone, it't s only camera and and copycat android iphone",Negative
Should i buy the S22 or this? My current one is S10+,Neutral
what about ios battery timings? whether can it compete with apple vs iphone s 14 pro??,Neutral
Not so impressive ……  I don’t think it’s a major update rather than 200 Mp,Negative
"These days every smartphone’s presentation has only one thing  “ camera this , camera that, and blah blah blah about camera “. Because rest all is saturated about phones now.",Neutral
except for just one terrible second though when he now said thatwasepic i was sure juan jose was only gonna pop out lol.,Neutral
So incredible 😍 I am samsung fan but the most I like camera 📷 🔥,Positive
5000megapixel camera when????????,Neutral
This is romel romel,Neutral
legit scary,Negative
phone is nice.... but not still in there this industrial era if we really have to use this stylus / pen unit to operate phone... cumon meets samsung you can do better... i really so want to finally buy this phone but stylus is the disappointment for me..,Negative
then how much is all this business in pesos?,Neutral
Watching this on s23 ultra,Neutral
The beast is here,Neutral
members do not always buy again any samsung products! they are pieces built of junk that will slow down and malfunction the actual moment they force out their software updates upon young you. i i will also never not buy another samsung product again stay away,Negative
"Nothing new hhhhh
Samsung is a big trickster",Negative
"dream of a good consumer, without money😢😢",Neutral
"bad idea why samsung block the phones in Mexico, i never buy a samsung again bye samsung hello apple.",Negative
Z fold 4 is best 🤩,Positive
How To make your iphone faster ⚡🔥.   Follow me for more,Positive
"Number 23 seems nice  maybe i hold into s24 or maybe s25 max.

Samsung the best Android Phone manufacturer.",Positive
so nothing new,Neutral
need no headphone jack now and use microsd card as slot... i am quite sorry but this is not precisely something about which it is worth more than paying my s10 +,Negative
Another s year,Neutral
hiii PLEASE IF ANYBODY CAN ASWEAR ME I DO A MISTAKE AND I BUY S23 ULTRA ENTERPRISE BUT I AM A TYPICAL USER DO I WILL HAVE PROBLEM?,Negative
I have a S24,Neutral
why can video hd is 1080 resolution? then it must have at least 4k,Neutral
"Samsung smartphone, users we the ones💪💪💪",Positive
if im going to buy a nice new phone and so i dont exactly know of what to choose online whether a samsung s23 ultra or with the iphone 14 pro max and which is better?,Neutral
"it is now the worst mobile device in the world. i have used samsung products all over my human life, everywhere but i... wasn'don t really satisfied this time. the charging socket broke everything down just after only five months, not to mention the poor hardware manufacturing.",Negative
"hey what’s new 
WHAT IS NEW the name😐",Neutral
Samsung always make fun of apple design yet they also repeat the same design as last year still apple gain popularity over the years. Moral If you can't beat them join them😂😂😂,Neutral
The editing is of next level to make s23 ultra feel like ultra,Positive
Where's the 65 watt charging? Oppo has had these for years,Neutral
"well no shame, samsung. not really released previous year back model replaced with new name. even though your big ad characters acknowledge all it is lame.",Negative
mary sam sang can u send me yet one more plese,Neutral
"So the only difference from the S22 Ultra is the new 200MP rear camera. But they've downgraded the front camera from 40MP to... 12MP? Why on earth would they do that when selfie cameras are in many cases used more than the rear? Bored of the front cameras being neglected now. Ended up with countless fuzzy poor family shots, video calls etc. because of it. I love my S22 Ultra. This upgrade is definitely a waste of time. I'd honestly prefer them to just release a new model every 2-3 years so the upgrades between each are actually worth it. No battery upgrade in the S23 either. Again, love the Ultra series! But make the upgrades worth the money please Samsung!",Positive
how to get the it is free @ columbia samsung,Neutral
I have s22 Ultra.. I waiting for s24 Ultra,Neutral
She literally holding a bomb,Neutral
Oh thanks Samsung for helping me to save money for this year smartphone upgrade. I Ain't buying it,Positive
I wish I could purchase this amazing mobile,Positive
The s23 is the same S22 let us deceived.,Neutral
"No headphone jack
No charger L phone 
Oppo A5 & PS5 >>>>>",Neutral
"Just Amazing!!
🤩",Positive
"dust and excess water resistance is a scam. i took my s23 ultra jack into the master swimming pool, now noticing the entire phone have got completely damaged, just not after 16 months of use. i really regret buying this is stupid incredibly expensive phone. worst decision of my life.",Negative
"Whatever they produce, after 2 years you have to visit service center to change display and they will charge 1/2 of the original phone price. Enjoy",Positive
Can’t beat APPLE still….,Neutral
S-series smartphones are probably the best android phones in any segment all around the globe. Loved it.👏💕,Positive
nah they didnt actually have far to go that day hard,Neutral
so after mocking iPhone for no innovation and just upgrading camera Samsung did same. Cool!,Positive
"Successfully completed, successfully done, dude of successfully! 🎉👍",Positive
Who is going to tell him the price? 2500$ fpr the peace of junk,Neutral
quite so... basicly nothing newer even than the old samsungs,Neutral
Wow lovely 🥰🥰,Positive
Apple will take a decade to innovate such features and they will call it futurestic.. lol 😂,Neutral
This phone will destroy benchmark test charts this year.,Negative
Amazing smartphone and i love samsung🔥🔥❤️,Positive
"Well, at least Samsung is not disabling the comment section even though I'm not a fan of both Apple and Samsung.",Neutral
That quick share feature was the best they sending feature they added. Bruh sending files through Bluetooth used to take 2-3 hours. Quick share sends files in 10 seconds,Positive
Yay! another Acid Trip Introduction since Galaxy A5 2021 Series,Positive
Where is bts,Neutral
"the one thing I absolutely love about Samsung is the clean camera setup - other companies have gross camera setups on their flagships, and apple still can't lose the notch and it is 2023",Positive
Me watching from a20 😅❤,Positive
Alright this was hella cringe but excited for the phone.,Positive
that i didnt care less about s23... until... i saw of an iphone ad with xiao changbin < 3,Negative
Wow this is so cool 1:28 times later…,Positive
I hope this new device will smash the lag issue on andriod phone,Positive
"I’m waiting for payday. I’m going to upgrade to this from iPhone. This feels like it could really be useful. Also, Android would be a little better for my job in IT than iPhone.",Positive
Very nice . After 4 months you need to charge the battery twice a day 🤣,Positive
not boring,Negative
"or so when real? under sea water? i too have dated note20 ultra before and when it got easily splashed by sea water, it looses all its adhensive charge and dies soon after the battery can become bloated.",Negative
This ad could’ve been better..,Negative
It's a 600 hundred trillion dollars industry how much can you affordable?,Neutral
"well, after watching this video i realize there isn't actually anything new. improved and ois, now improved nightography, enhanced vision booster and environmental friendliness for marketing. telephoto same, video display same. and nightography and vision booster are just proposed software improvements that could be offered now as an update to s22 ultra, but that won't happen, people shall pay them again to get something they too could already already have had last year. s23 ultra is just an s22 ultra in which the deliberate shortcomings have now largely been eliminated.",Neutral
"Nah, I’m still gonna stick with my iphone ❤",Positive
who made it? Genius???,Neutral
"Its too cheeky for an ad, seriously",Negative
iPhone or Samsung these phones come out each year and are practically the same as the previous year design.,Neutral
I am watching this on my mighty Galaxy Note 20 Ultra,Positive
"This is the best Samsung commercial in decades! Makes me really want to get the S23. Maybe I will

UPDATE: The retailers are borderline scalpers. The phone costs double the price where I live in the Caribbean. I'll have to sit this one out. Ad is still sick",Positive
That’s nice now I can afford s7 edge😍,Positive
"putting a charging car cable and charging brick in the box is a very compulsory and important thing but samsung treats it as not which simply proves that samsung is a very unprofessional company and they give the excuse that they do give it for the environment, if samsung really wants to make those sacrifices for the environment then they should find ways to make those sacrifices on their own while secretly loosing their own money but instead they choose to just force customers there to sacrifice their chargers in the other box despite the fact customers are paying the same price for phones with chargers yet not getting a charger, samsung claims to want to save the environment yet they are forcing customers to make a big sacrifice while they don't make any sacrifices for the environment and instead gain a much larger profit from customers by removing also the chargers, whether customers want to sacrifice for the environment or not should be up to them to decide cause samsung does still not have the right to choose for them by removing the chargers.",Negative
Happy they ditched the exynos for global varient now,Neutral
I love this s22+1 ultra,Positive
Raw astro photography Bless Me heart ❤️,Positive
"Incrédible.
Pre-ordering Now!",Neutral
What's New what kinda ish is that 🤔 what's new my **S.,Neutral
i have s23 but gonna wait for s25 🎉,Positive
"Pre-ordered mine in graphite. Upgrading from note 20 ultra. Little bit sad that micro SD card is no longer available, but glad that s-pen still made the cut.",Positive
"The iPhone do that like 5 years ago! 

Why u need a pen if u have a finger (STEVE JOBS)",Neutral
"As a lifelong samsung user, this is the dumbest commercial yet. Let me upgrade in case the big dipper is out. Im not sold",Negative
Wow that’s incredible acting !,Positive
"most of these fake the reviews are ignorant and none of them are mentioning the major screen color issue of this phone, a very lot of users are complaining the mostly less saturated, gamma, contrast screen display of s23u, its a totally better downgrade screen incomparable to s21u which has a totally better screen half display, the display amoled becomes practically an ordinary oled screen like other phones and samsung group has fooled the most consumers on this phone",Negative
"It is the worst mobile device in the world. I have used Samsung all my life, but I wasn't really satisfied this time. The charging socket broke down after only five months, not to mention the poor manufacturing.",Negative
I wish that this Samsung battery is very long lasting,Positive
it started with nice and end with EPIC !!,Positive
I think Samsung galaxy s23 ultra is going to haiyer selling smartphone in the whole world 🌎,Positive
samsung also got new nice phones [UNK] but.... and god! they sure are terrible fans at that advertising [UNK]. unlike apple does,Negative
Looks like tony stark technology,Neutral
"samsung like galaxy wise watch series 5 however is not smartwatch enough, whatsapp can'and t properly sync with my mobile android.. not hate it!!",Negative
"Your money or your life, read it guys",Neutral
Vision booster = True Tone ?,Neutral
Next microwave oven,Neutral
What’s new: The Name 🤦🏻‍♂️,Negative
"Nostalgia to the times when smartphone introductions are fun like this

Edit: thank you for the likes 🙏",Positive
"iPhone Users : We don't care about Ul because we have 3 eye camara and Apple logo. 🤯

Android Users : Apple company fooled you stupid Homosepians. 👽",Negative
what'it s new? nothing new really. 2 [UNK],Negative
1 my phone journey samsung corby 2 samsung note 3 samsung s8 plus also samsung s21 ultra but now i m going to update it since with s23 ultra sometimes make it disappoint me tge note 3 3 and sc21 ultra both a mother bord with issue which cost so heavy ammount it disappoint me.. plz t make it mor stronger but samsung features make me me to choose again and then again me to samsung,Negative
so nothing not new.. i mean why would i pay 1200 + dollars for taking pictures of infinite space?? smartphone it tech progress has stopped from past about 3 years. its very very rather slow however now. companies are focused more solely on luring customers further in with software gimmicks rather than introducing some real upgraded android phone.,Negative
What about battery timings? Can it compete Apple iPhone 14 Pro??,Neutral
There's coming another bomb 💣,Negative
"What's new 
I broke my Galaxy J7 prime for the fifth time today  and I can't even make sure if I did type this comment correctly even because I cant see it !",Negative
then a lot so of people woke me up today excited waiting for this phone! and now a lot of people you are skipping your product for gaining another one after the atrocious trade - away in good values. good luck with having angered some of your most reasonably consistent possible customers!,Negative
& still GURLS using Iphone 😆🙏🏻,Positive
he want to get under the famous s23 ultra,Neutral
bro how are these one all paid well reviews? [UNK],Neutral
Omg i cant wait to buy the iPhone 14 after this,Positive
Amazing piece of marketing 👏,Positive
"still watchin much from me my ol'pal, secret note from 20 ultra. haven't upgraded since then, coz i'm a bit worried all about the samsung good gos ( game optimizing service ) same thing, plus which does hold back the epic performance. sh..",Negative
"Why tf did i switch to iphone, i want my galaxy back",Negative
Need to change my s9+ and note 10. I want this phone!,Positive
"Samsung is not a brand, it's an emotion ❤",Positive
Okay but atleast ugrade the design?,Neutral
I ordered it yesterday!,Positive
Awesome can't wait,Positive
"you know it's funny when apple samsung and google talk about air sustainability and not include a power adapter or a case and make the packaging infinitely smaller but in sweden this day in age selling a smartphone with a 128 gb and 256 gb storage is a complete waste. we're constantly taking video photos, downloading apps, and recording 4k and 8k video on that our smartphones which already is right there takes up storage. they should make 1 ¹⁄₂ tb and 2 tb phones standard across the board. btw samsung bring back the same micro sd slot and put a under screen camera and name it the s24 ultra, because i don't see any point of getting this phone and will still continue using my note about 20 ultra.",Neutral
"1:57 ""Can u send me that"" got me🤣🤣",Neutral
"regardless, I will buy the phone, but I felt like the commercial could have been better. The s10 commercial is my favorite so far.",Positive
what this advert tells bugs me more about these samsungs extensive marketing budget alone than it normally does about the actual phone.,Neutral
cringe,Negative
I must pre order this,Positive
"Somebody gift me one please..😢
It's lovely.😍😍😍",Positive
New Galaxy S23 ultra! 🤑,Positive
I pre order already the 1TB,Neutral
can't advertise myself with a simple case lay on. [UNK] put down a case put on take it!!!,Negative
it'd s the night s23 watched the ad by chapter 23m [UNK],Neutral
"let's be real here. the most important question is. is it worth that much? i don't believe so. not the entire phone industry went off the rails. today, this is a camera with a sim card rather than a normal phone. who needs 8k? and even more now, 70 % of households lack 8k televisions. so there is no need for this. who requires 200 mp images? everybody creates images on the fly. perhaps still we might have two weeks or three days a year to test all the other features, but in the end, actually hardly nobody uses this. prices are becoming absurd, obscene, greedy, and disgusting. samsung has not really convinced itself me with this model till some fresh innovation finally occurs.",Negative
Hey Samsung gift me this...🙏,Positive
Interested in the phone but the girl in the stupid ad was annoying,Negative
Samsung The only competitor for apple,Neutral
How do u get that astronaut number whom you have send the photo 😜,Neutral
I love Samsung so much.  But currently Samsung is making very bad phones at a low price. This is reducing the Samsung brand value a lot.  Many people buy cheap phones with poor performance and say that Samsung phones are bad phones.  Hearing this makes me angry because Samsung is the number one brand in the world.  Hope you will take appropriate action.,Negative
"I'm just in love with Samsung wow, this introduction alone is so special",Positive
This commercial is silly but I am excited about the S23 series. Its hard not to want to buy one because I already have the z flip 4 but same time these phones look amazing,Positive
""" what's s this new "" or minimal specs started to trick you onto new buying.",Neutral
A new king is born,Positive
unexpected … some pro phones are sold just like many children put in jumping front of this ultra phones … this is the baap of all ultra phones,Negative
"My Flip 4 has been delayed for more than 60 days and has not shipped yet, and you still want people to pre-order?",Negative
I would rather stick with my iPhone 11pro,Neutral
The video is super cringe,Negative
Why is Apple doing the coolest commercial and presentation?,Positive
i for need only but to much expensive items [UNK],Negative
"as iPhone user, this is good :)",Positive
Me here wishing I could get this 😪,Neutral
not worst commercial ever. because if the i not would watch it before my buying phone i just would never buy : d,Negative
Looks great but I'll keep my note 10 plus non 5g until s25 or when it dies out,Positive
Please sir gift me s22 ultra 😐,Neutral
my dream phone,Positive
"As an Apple fan, this is honestly sick 🔥",Positive
S23 ultra - the best smartphone in the world. Samsung will rule year 2023 with S23 🔥🔥,Positive
Please give me Samsung,Positive
this is not for me..cuz i am poor..,Negative
while pre - ordered replaces the s23 on ultra,Neutral
Ordered just now 😍,Positive
man i cringed so hard halfway through half the whole mad video,Negative
good but cringe,Negative
Can u send me that 😂😂😂,Neutral
it suitable for night people who like clubbing ,Positive
Still... nothings new 😂,Neutral
"P1 : hey what's new ?
P2 : the name .",Neutral
Pathetic Spen material. Got burned just by the normal heat while applying the screen protector.,Negative
Please don't buy a phone if you already have one. Coltan mines are getting are out of control in Africa and this just doesn't seem to end. Think twice please,Negative
I am watching this on s23 ultra😂😂😂😂😂,Neutral
At the end i thought my phone died,Negative
Can the hot girl is free with this phone 💀,Neutral
"l've been a long time Samsung user, mostly the Note series until last year when I switched to the S22 Ultra. Each year I sign up for the pre-order deals and usually end purchasing thru the Shop
Samsung app instead of a carrier. Samsung usually provides a generous trade-in for the previous year's flagship. This year that's gone and switched a carrier credit trade-in over 24 months. This doesn't work for me as I usually upgrade annually. If you do trade within the 24 months, you'll lose all and have to pay full price. There's the unlocked
version that is offering was only $500. That`s not acceptable! This should be $1,000. I'll keep my $22 Ultra until you wake up and fix yourself.",Negative
"Ultra series is the best!
Dont stop itttt!!!!!!❤",Positive
And I might upgrade from S22 Ultra to S23 Ultra just for that astrophotography.  😍,Positive
bacolod capital city philippines u q,Neutral
Trailers are for non buyers :d,Neutral
Love this phone.....,Positive
also not too encouraging an upgrade from s22 ultra.,Negative
The new update eats so much god dang memory its ridiculous.  Its killing my fold 4 battery ao fast . You put all apps to deep sleep or sleep and it still is smashing memory.  Its ridiculous how taxing there software and bloatware is getting.,Negative
Can Minecraft work in this phone on hight graphics ?,Neutral
"watching for this from my s9 +, and it is probably time to finally upgrade",Neutral
"Another year, another Samsung phone and another year that people isn't going to buy that stupid phone.",Negative
How to buy just pen😭 i want itt!,Positive
"dear samsung! i would like to ask you to make some important changes in your software. 1. add the ability to import passwords from browsers ( chrome, edge ) to samsung pass. currently. x csv files are not supported in pass. i have to transfer all the passwords manually manually when switching browsers to samsung internet. 2. if you enable autofill passwords from samsung pass instead of google pass ( which also works sometimes ) - then the autofill codes from sms disappears. please make a normal autofill codes from the sms by means of software from samsung. 3. make samsung pass support available on galaxy book computers. 4. please... make the samsung internet browser and the branded email application for pcs missing. installing your email app on your phone is perfect. it would be cool if you made them on pc as well. the mobile chrome browser extension is therefore no substitute option for full use of samsung internet, which would sync both bookmarks and passwords ( similar to password syncing between mobile and pc chrome or edge browsers ). your smartphone browser is actually more convenient and functional now than chrome. but usually it becomes inconvenient to use it when you often need to use the browser on your pc as well.",Neutral
i can tell this scene is the entire script part of stoner because of where the two plots are jumping about like high af.,Negative
"Exynos will back and will destroy everything, if arrived to galaxy S24 lineup, everyone was so much love it and so happy with Snapdragon even They want galaxy s24 will use snapdragon in international, can't believe what happend if s24 will use back exynos, soc the worst always have issues overheating poor battery life worst quality cameras and not made from TSMC",Negative
a large camera piece with a little bit of a phone in it,Neutral
With S23 Ultra u can gp to space without spacesuit. it creates a magnetic field arround u which control's the pressure of your body and adjust oxygen level even into space... just wait and see......,Neutral
S21 ultra ruined samsung for me. Will never buy another samsung.,Negative
"Got the deviyek few days ago , lovin it ❤️",Positive
"So, I can travel to an another planet, through the S23?",Neutral
at least they got rid of the exynos chip,Neutral
good fortune but the cringe,Negative
samsung i i'n m getting a big girl since leaving the a13,Neutral
"Who else thought: oh hey, Camila Cabello ?",Neutral
they need to make it the laptop ultra lightweight flat - screened.,Neutral
Mindblowing for real,Positive
Me and my bank account crying in corner watching this 😭,Negative
Very expensive phone ..,Negative
I used to love Samsung😢,Positive
samsung display problem is worst display of samsung people use for their there phone if they get all black line or colour shifting within of the year and worse when it comes when to replace there the worst price as they quote,Negative
now the s23 is the same same name s22 said let show us deceived.,Neutral
Class,Neutral
ngl but this is kinda pretty boring people … a 200 mp video sensor is good all right i see that there ’ s fairly new.,Negative
"Wait for the upcoming Huawei, i think your waiting will be worth it",Positive
This commercial is embarrassing it's so bad. Cool phone though.,Negative
Watching on my Galaxy Grand prime. Nice 😆,Positive
"I like samsung s21 ultra curved  shape
But don't like s23 ultra box type shape
That's only I see in this problem",Neutral
more cringe,Negative
like boring,Negative
"Samsung will take the crown this year,Best smartphone ❤️",Positive
For some reason this feels like a youtube rewind,Neutral
Want to Buy But My Budget don't Allows,Negative
another long time since i usually saw a home video this cringe,Negative
500 for trade credit for s22u na samsung you got to do better .. times hard,Neutral
Finally everyone can play Nintendo Switch and PlayStation 2 games at High Graphics on Galaxy S23 Ultra,Positive
An Apple user Will regrets buying iphone,Neutral
now this is called perfect marketing ad,Neutral
Adding Ir blaster like mi phones in the Samsung S series and also the under display camera of zte phones will make Samsung S series latest phone the most perfect.Small request to Samsung for listening to the Samsung lovers. Hope we also get Ir blaster and under display camera soon in our latest Samsung S series phone.Please make a dream come true.(Samsung)💜💜💜,Positive
Ooof not the their best commercial,Negative
Learn something from Apple while making an ad.,Positive
or 3 3 years min.,Neutral
for now the real love of god just fix the old thermal furnace throttling,Negative
Sad to let go of my note20 😢,Negative
"I used to look forward for Samsung new releases every year and would always buy their newest phones...that stopped with the note 8
No more innovation
Just throw in a better camera and move along 😑",Neutral
This is the most cringe ad that my eyes have ever witnessed,Negative
New Monsters of Smartphones Arrived from SAMSUNG💥💖,Positive
"Samsung is still 2 years away from apple, I mean when it comes to performance",Neutral
samsung needs probably a whole new marketing team … although this was horrible not to watch,Negative
"Though not buying it,but this introduction put a smile on me ❤️",Positive
waste water of [UNK],Negative
but what kind 1 of time ad is this...,Negative
Seriously asking... what's new ?,Neutral
Watching our dreams 😢,Negative
Whatever! iPhone is iPhone😂,Positive
"Not only the phone itself brings nothing new (at least different design from last years S22 Ultra), this commercial is so cheap and...doesn't make any sense. Dialogue, photos with strange colour profile (that for sure aren't taken with any Samsung), videos that have nothing to do with phone, too, sharing (?) presented as a feature...what's happening Samsung, with prices up and bad trade in values, not listening to your customers (memory card slot, curved screen that noone wants...) it looks like you would actually prefer for users to switch to another brand..",Negative
Bhot bhot bhot bkwass phone hai.....heating problems bhot zada hai....phone sala hath jalane tayar hai....bkwass bkwass bkwass 1.24lakh rs waste ho gae mt lena bhai mtlena vivo oppo lelo sahi hai,Negative
Samsung mobile company They don't try to keep their customers happy and don't take our opinion to give us our freedom. Love is endless from India    🇮🇳🇮🇳🇮🇳,Positive
"Wow soo innovative.









Not the phone, just the advertisement.",Positive
Watching on S10+ 😍,Positive
How much is this phone,Neutral
Why Samsung has skipped on microsd slots ???,Neutral
who'm s like this actress?,Neutral
"people are just always saying the iphones all look basically the exact same, but they compare this to the apple s22",Neutral
One of the worst marketing video by Samsung,Negative
Best device for best of people's,Positive
but old is now... new [UNK],Negative
long story cut short this process kept on happening over and over again,Neutral
"i'm very disappointed with the present samsung s21 and s22 s23 as they do not have sd card pin slot or 3. 5mm jack i was looking forward to buy the s22 or s23 but there still are no sd smart card or jack aux. so no i will not actually be buying anymore any new samsung s series and wont be seriously recommending anyone to buy it, unless samsung brings back back the sd card slot or 3. 5mm jack.",Negative
I miss the days when 3min wasn't enough to introduce all the newest stuff in the phone,Neutral
Samsung is becoming apple..,Neutral
Best Phone In This Universe 💯💯🔥🔥💫💫⭐⭐🌟🌟✨✨🤩🤩😍😍🥰🥰👌🏻👌🏻👌🏻👌🏻👌🏻👌🏻,Positive
I wish I could get a free Samsung s23 .,Positive
"Samsung  , we need IR Blaster Back!!!!",Neutral
"sumsng s23 uitra I took a photo and the gallery doesn't work, please help me, what should I do?",Negative
"Welp, guess I'll be keeping my S22 Ultra for the next 6 years. I see no reason to upgrade especially with the price tag being Exactly the same at 1200 USD. and that's both s22 ultra and s23 ultra  with 256 gb.",Neutral
she felt literally holding a mini bomb,Neutral
watching air this on at my s20 dvd plus 5g,Neutral
so perfect But I continue to use the same s22ultra device. wait for next year Might be more useful.,Positive
Unfortunately I think Samsung have done an Apple. Pretty much the same phone as last year.,Negative
the tenth most unrelated hollywood commercial ever made,Negative
"I was into S22 ultra but now...
What I should to do!!!!!!",Neutral
"Perfect, so i can buy my j7 prime finally.",Positive
The ads is yakkkk🙊,Neutral
"I think they are running out of ideas. Nothing much new here. Not much innovation at all. It’s the same with apple. Hey, it’s 2023. These look like phones that have been here for years. R&D need a good stiff kick up the 🦵💥  jacksie 🤔",Negative
Still have the Note 10 Plus and works well even when it is just Android 12. Though I am already thinking of upgrading. :D,Positive
Samsung need Cinematic mode. That is the point,Neutral
Love it 😂,Positive
"nothing is so new, just rather a mad little stupid latest update. lol",Negative
"** No UDC no party **  Samsung must think more laterally with sales. It can't be a ''1 phone fits all' strategy. On their site, or in the store, or both they should have 2 sections - 1 selfie lovers and 2 media watchers. The selfie lovers get a hole punch with the best selfie camera possible. The media watchers get a new improved UDC and may not use selfie at all. Come on Samsung, we don't all want a hole punch. Do this for the S24 and also please improve the charging speed to at least 60W.",Neutral
I have the s22 ultra for the past 8 months and it's awesome,Positive
Someone to gift me a Samsung galaxy device,Positive
"Hmm they are now stuck with ""the same design"" fever like iPhone 😭",Negative
"As Indian i suggest only one problem in primum Samsung smartphone is symbol , i think samsung make s name symbol in bottom only in ultra phone, so someone notice is a rich family or showoff, please change your mind set samsung, when i bought i realy need this type of feature",Negative
THEEEEEEEE S2333 😍😍😍😍😍😍😍,Positive
"""Look at you with your fancy pen"" is something people actually say, the most realistic line in this video",Positive
"Samsung is just thriving because south Korea is USA colony. It's a shame that a big entity like Samsung doesn't have its own operating system so that apps can be optimised and most of things optimised...

Also you should keep working on your own processor exynos not getting excited about Snapdragon.

We need alternatives to choose from which will make competition better.


What will happen if south Korea becomes an independent country and not USA vasal state then Samsung get banned from using Google services?

Top phone brands should have their own operating system!!!",Negative
drama class,Neutral
what job do i sometimes have to do to finally get one?,Neutral
Have a s22 ultra. Best phone ive owned without a doubt !,Positive
thank god i switched to apple!,Positive
keep me alone watching this with a special s23 ultra,Neutral
"this commercial especially the procesosor part is so cringe, iphone commercials are just better",Negative
My dream smartphone galaxy S23 ❤❤👌1TO,Positive
sad trying to get let go of you my note20 [UNK],Negative
"guys always, guys always needs their girls here to explain technology to stop them.",Neutral
Corny But Cool,Neutral
Those who disliked are probably apple fans...🤣🤣,Negative
i cringe,Negative
my iphone literally totally got stuck with seeing watch this video [UNK],Negative
"Features is great but it is without a doubt, The lamest smartphone official video 😪😪😪😪😪😪😪😪😪😪😪",Negative
That nearby share ain’t as good as airdrop lol,Negative
she still even use exynos like in my?,Neutral
japanese iphone users [UNK],Negative
I need this one:),Positive
Got it. I'll stay with my s10+,Positive
It was faster when I bought it.  Now my usage speed is faster.  My fingers are waiting to touch it,Positive
The best..the amazing phone in 21 century..good luck Samsung galaxy 23 ultra..😍😍😍😍,Positive
my first Samsung Mobile Samsung Galaxy Y.. 2nd one S3 ...3rd one A7 2018.... 4th one  pending  . if u give this one for me .,Neutral
"This phone is awesome, still discovering features as just got it today. Have fun creating fun contents!",Positive
That's great 👍 👌,Positive
i do need one but i dont yet have the money,Negative
now my hand.😊❤,Positive
looks vaguely like tony stark aka technology,Neutral
"I know you promote a lot of phones and you review a lot of different phones, but I'll never buy a Samsung directly from Samsung again. I thought spending $1,300 and buying the phone outright directly from Samsung would be better than buying from a phone provider, but I'm wrong. A phone provider when I tell him I have a problem sends me a new phone and asked me to return the old one. Samsung would like me to wait two weeks while they see if they could figure out if there's a problem and then fix that problem what would I do without a phone for 2 weeks I need to call customers I need the GPS locations I need to speak to my boss. I asked four different people and supervisors and I left messages on their Twitter page. FYI any other company when I Post a problem on Twitter's page they always get back to me. Samsung could care less. I've never been so disappointed because I have five televisions two refrigerators a tablet I must have been through six phones 5 earbuds the Galaxy S3 frontier watch, side note Samsung pay used to work on that now it does not after multiple calls with tech support, and a 360 camera. Being a Samsung fanboy has not paid off lol just want you to know because you talk to a lot of people maybe could let them know how poor services with Samsung",Negative
Looks same to same as my Samsung Galaxy Note 10 Plus 512 GB which is performing very well even today.,Positive
wished maybe i actually got it for free,Neutral
Man this video is so good its making me wanna buy this phone even tho i can't  afford it 😂,Positive
"Watching again after the release of s23 ultra , this shows how samsung is reall and confident, this video can stay in samsung channel overs years if they want to ❤❤❤❤love samsung",Positive
The most unrelated commercial ever made,Negative
"Hey, Whats New ? 😑",Neutral
"probably it is a good phone but considering the pricing differences between us and europe it totally does not make any sense to buy it outside of us. in us seems to be 150 usd cheaper and you also get an all extra 150 usd credit for the buds pro, doing so in total almost 300 usd difference for the same 512gb version. also in europe the preorder marketing credit is included in the us already higher price. i was intrested in the phone but i will mot buy it while there is such a big gap in price comparison without any justification. also i do not want to encourage this bit so for me it will definately not be worth it. maybe when there is the same price across the board i might actually take a look at it again if i will still be in the market for a new phone. till then there are already alot more equitable brands out there.",Negative
"This thing is mind-blowing 🤯... Well done, Samsung 👏🏾... Nice Film too 👍🏾",Positive
Same design square and 3 hole camera..boring smartphone ever on  android era..not like symbian..now the phone only show off the camera first..really boring!..more beyond thecnolgy more more boredddd..,Negative
This is boring introduction video,Negative
haha they mentioned that was epic youtube channel lol,Positive
Samsung phones build quality is very poor my S21 Ultra has a green line on the display without any damage,Negative
Please bring satellite connectivity to S24.,Neutral
Do we get student discounts for thee S23 ultra too? looks like it could be a great use for school.,Positive
I bought  S23 ultra Very poor product nd service plzz don't  buy  Samsung  product otherwise u will b feel regret  after buying,Negative
